magazine,volume,issue,month,year,title,Title,Description,Authors
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Mrs. Agnew’s Diary,"Spiggy is concerned that Dick is not planning to have him as a running-mate in ’72. When Dick offers him the post of head of the AEC, Spiggy reveals some incriminating video tape in his posession concerning Dick, Bebe Rebozo and a shower stall and gets an upgrade to Supreme Court Justice.",Uncredited (Doug Kenny); Illustration by Marvin Mattleson
National Lampooon,1,21,December,1971,A Heart-warming Christmas,The Unforgiving Minute,A review of the stage play “Lenny” delivered posthumously by Lenny Bruce himself.,By Paul Krassner; Illustration by Marvin Mattleson
National Lampooon,1,21,December,1971,A Heart-warming Christmas,The Story of Jessica Christ,"Done in the style and format of a Sunday school textbook, answers the question, “What if Jesus had been a woman?”",By Tony Hendra; (Illustration appears to be uncredited)
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Boys’ Romance Comics,Romance comic parody titled “Blind Date With Love” in which a hapless teen takes a blind date to the prom. The puffed up first person narrative contrasts sharply with the humiliating reality protrayed in the accompanying panels. Features an ad for the “Atomic Zit-Lifter” and a grossly unsympathetic advice column called “Ask Uncle Bob.”,By Doug Kenney; Illustrated by Joe Orlando
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Christmas Story,"The sad tale of Santa’s Christmas visit to modern America where he encounters a cult of pot-heads, a bitter, decadant Bob Cratchit, militant feminists, militant blacks, Jesus freaks, and paranoid flag-wavers.",Written and illustrated by Arnold Roth
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Foto Funnies,Inept Charades player.,Uncredited [features Doug Kenney–MS]
National Lampooon,1,21,December,1971,A Heart-warming Christmas,The GUM Christmas Gift Catalogue,"Written in hilariously stilted language as if translated from Russian by a non-native speaker of English, a gift catalogue supposedly from the famous Soviet department store featuring hopelessly un-modern modern appliances and gift items such as the “Grand Flavorsk Unexcelled Rotoczar” (gas-powered toaster) and the “Drodznud-Gdice ‘Big Shot’ Turning-Around Chair.”",By Henry Beard; Cover painting by Charles Lilly; Collages by Cloud Studio
National Lampooon,1,21,December,1971,A Heart-warming Christmas,The Sexualization of Veranda,"The slapstick/pornographic tale of Veranda Porch, a sexually repressed young woman, who spends some time at the “Wresalen Institute of Group Joy and Touching Each Other a Lot” in order to rid herself of her sexual inhibitions.",By Chris Miller; Illustration by Michael Gross
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Free Xmas Posters,"Two poster parodies. One features an artistic sepiatone photo of a lone figure walking through a forrest of tall pines with the caption, “This poster looked better as a tree.” The other is a parody of a famous anti-war poster featuring a child-like drawing of a flower made of dollar bills with the statement, “war is not unprofitable for poster-makers and other living things.” See posters, etc.",By Tony Hendra and Michael O’Donoghue; Photo by Roy Zalesky
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Geography Has No Silent Vowels,An odd short story about an elementary school class in which several of the students (who sometimes seem more like adults) are popping pills during lunch.,By Joseph Gleeson; Illustration by Arnold Roth
National Lampooon,1,21,December,1971,A Heart-warming Christmas,This Is Your Life…Francis Gary Powers,"Ralph Edwards humiliates Francis Gary Powers—the pilot of the U-2 spy plane that was shot down over Russia in 1960—on a live national broadcast of “This Is Your Life.” Guests include former premier Nikita Khrushchev, Gary’s high school gym teacher, his family and friends, and so on, who paint a portrait of a complete failure, even blaming him for the fueling the cold war. Gary winds up alone on stage, pinned beneath a lighting rack after everyone else has left for the post-show party.",By Terry Catchpole and Walt Smith
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Laughing All the Way,"A paranoid little story about a Russian sneak attack of the U.S. on Christmas Eve. The Russians take advantage of the yearly USAF Christmas “sighting” of an “unidentified flying object” over the North pole, and disguise their missiles as sleighs pulled by reindeer.",By Michael O’Donoghue; Illustration by Randall Enos
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Editorial Fantasies,"O’Donoghue, Doug Kenney, and Frank Springer; Illustrated by Frank Springer","By Henry Beard, George W. S. Trow, Michael Gross, Michael"
National Lampooon,1,21,December,1971,A Heart-warming Christmas,Christmas in July,"In a parody of Dickens’ A Christmas Carol, Nixon is visited by the Ghost of Eisenhower, followed by the Ghost of Issues Past (Senator McCarthy), the Ghost of Issues Present (Martha Mitchell), and the Ghost of Issues Yet to Come (William F. Buckley) who show him how far he has strayed from his principles. In the end, he decides to resume bombing Hanoi, cancels his trip to Red China (for the sake of Little Chiang Kai -shek), and, in a spirit of good will, invites Agnew (in the Bob Cratchit role) to run with him again in ’72.",By Michel Choquette and Anne Beatts; Illustration by Gerry Gersten
National Lampooon,1,22,January,1972,Is Nothing Sacred?,“COVER,NA,"This month’s ‘grabber’ is by Michael Gross, Art Director of the National Lampoon, or Lampoon Nationale, as it is known in the tiny town of Mal-de-Mér, France, where, as elsewhere in the fancy art-conscious European continent, mention of the name ‘Gross’ will get you les yeux morts (blank stares). After graduating with honors from Brooklyn’s prestigious Hudson River School, Michael spent an anno (worth about 4-1/2 American months) in Mexico on the Olympic Design Committee, whose startling graphics were generally credited with sparing Mexico the troublesome crowds of spectators that have spoiled so many previous Olympiads. Prior to joining the NatLamp team, Mike worked at Better Gums and Bicuspids, Bush and Shrub, and the American Journal of Institutional Food. In his spare time he raises hackles and forges Monets.”"
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Editorial,NA,By Tony Hendra; Illustration by Sagebrush
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,22,January,1972,Is Nothing Sacred?,News of the Month,NA,Uncredited [Henry Beard]; Illustration by Marvin Mattleson
National Lampooon,1,22,January,1972,Is Nothing Sacred?,The Unforgiving Minute,NA,Paul Krassner; Illustration by Marvin Mattleson
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Hot Flashes,NA,By Commander Barkfeather [pseudonym?]; Illustration by Marvin Mattleson
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Letters,NA,"Uncredited; Photographs uncredited, Illustrations by Marvin Mattleson"
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Son-O-God Comics,NA,"By Sean Kelly, Michel Choquette, and Anne Beatts; Illustrated by Neal Adams"
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Summer of ’44,NA,By Michael O’Donoghue and Tony Hendra; Illustration by Frank Bozzo
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Remembering Mama,NA,By Chris Miller; Illustration by Philippe Weisbecker
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Buckminster Fuller’s Repair Manual for the Entire Universe,NA,"By Henry Beard, Harry Fischman, and Jeffrey Prescott [illustrations by one of the latter two]"
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Where Do YOU Draw the Line?,NA,"Where Do YOU Draw the Line?, Uncredited; Illustrations by Sagebrush, Randall Enos, and others [uncredited]"
National Lampooon,1,22,January,1972,Is Nothing Sacred?,"The Last Really, No Shit, Really, The Last Supplement to the Whole Earth Catalog,",NA,"By Tony Hendra, Michael O’Donoghue, Sean Kelly, and Henry Beard; Illustrations by Randall Enos"
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Sacred Calendars,NA,"Illustration by Randall Enos, Photograph by Larry Couzens"
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Che Guevara’s Bolivian Diaries,NA,By Doug Kenney; Illustration by Milton Glaser
National Lampooon,1,22,January,1972,Is Nothing Sacred?,The Vietnamese Baby Book,NA,By Michael O’Donoghue; Illustrations by Newton Meyers
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Foto Funnies,NA,Uncredited [appears to feature Paul Krassner–MS]
National Lampooon,1,22,January,1972,Is Nothing Sacred?,"The American Indian Noble Savage or Renaissance Man?,",NA,"The American Indian: Noble Savage or Renaissance Man?, By Anne Beatts; Illustrations uncredited [mostly from historical sources with one possibly original signed “S Tan”–MS]"
National Lampooon,1,22,January,1972,Is Nothing Sacred?,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Crash Christian” by Michael O’Donoghue, Illustrated by Frank Springer; “Shab” by B. Kliban; “Chicken Gutz” by Randal Enos; “Doctor Colon’s Monster” by Rodriques; “Idyl” by Jeff Jones; “Vinny Shinblind, The Invisible Sex Maniac” by Susan Harris and Peter Bramley; an untitled strip by Lou Myers; and “Trick Cigar Funnies” by Michael O’Donoghue, illustrated by Frank Mell"
National Lampooon,1,23,February,1972,Crime!,“COVER,NA,"This month’s cover is by Dick Hess, who adds to the already groaning mantelpiece in his studio atop one of Gotham’s loftiest brownstones yet another (his fifth) Hero of Capitalist Art Combination Statuette and Clothes Brush. (This handsome keepsake, executed in Sterling Steel and standing over fifteen inches high, depicts Art playing paper-scissors-rock with Progress, while Responsibility, Hope, and A Winning Personality toss quoits around the base.) Gosh, Mom, this magazine sure has a lot of art by this Hess guy. That’s right, Sally, it has Hessitosis!”"
National Lampooon,1,23,February,1972,Crime!,Editorial,NA,By Tony Hendra; Photograph uncredited
National Lampooon,1,23,February,1972,Crime!,Letters,NA,Uncredited; Illustration by Marvin Mattleson
National Lampooon,1,23,February,1972,Crime!,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Marvin Mattleson
National Lampooon,1,23,February,1972,Crime!,News of the Month,NA,Uncredited [Henry Beard]; Illustration by Marvin Mattleson
National Lampooon,1,23,February,1972,Crime!,Hot Flashes,NA,"Uncredited; Illustration by Marvin Mattleson, Photographs uncredited"
National Lampooon,1,23,February,1972,Crime!,The Unforgiving Minute,NA,By Paul Krassner; Illustration by Marvin Mattleson
National Lampooon,1,23,February,1972,Crime!,The Case of the Loquacious Rapist,NA,By Tim Mayer; Illustrated and photographed[?] by Michael Sullivan
National Lampooon,1,23,February,1972,Crime!,Groin Larceny,NA,By Chris Miller; Illustration by Putrick [?]
National Lampooon,1,23,February,1972,Crime!,Foto Funnies,NA,Uncredited [features Chris Miller]
National Lampooon,1,23,February,1972,Crime!,Riders of the Black Hand Comics,NA,By Anne Beatts and Michel Choquette; Illustrated by Frank Springer
