site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,flood_or_ebb,weather_station,TEMP,PRCP
"Hudson River, Pier 66",2012-06-21,2012,6,2012-06-21T15:49:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8530645,8530645,2012-06-21T14:32:00Z,4.173,TRUE,1.2833333333333334,-1,Central Park,86.45,0
"Hudson River, Inwood Canoe Club",2012-06-21,2012,6,2012-06-21T14:16:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8518902,8518902,2012-06-21T09:13:00Z,0.21,TRUE,5.05,1,Central Park,86.45,0
"Raritan Bay, South Beach",2012-06-21,2012,6,2012-06-21T13:30:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8519024,8519024,2012-06-21T08:02:00Z,0.173,TRUE,5.466666666666667,1,Central Park,86.45,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-06-21,2012,6,2012-06-21T13:13:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8517673,8517673,2012-06-21T09:23:00Z,0.073,TRUE,3.8333333333333335,1,Central Park,86.45,0
"Hudson River, Pier 40",2012-06-28,2012,6,2012-06-28T16:32:00Z,10,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Good,8518750,8518750,2012-06-28T13:51:00Z,0.291,TRUE,2.683333333333333,1,Central Park,77.99000000000001,0
"East River, Anable Basin",2012-06-28,2012,6,2012-06-28T16:23:00Z,10,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Good,8517673,8517673,2012-06-28T14:47:00Z,0.262,TRUE,1.6,1,Central Park,77.99000000000001,0
"Upper Harbor, 69th Street Pier",2012-06-28,2012,6,2012-06-28T12:07:00Z,10,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Good,8519112,8519112,2012-06-28T06:46:00Z,4.488,TRUE,5.35,-1,Central Park,77.99000000000001,0
"East River, Anable Basin",2012-06-28,2012,6,2012-06-28T10:30:00Z,10,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Good,8517673,8517673,2012-06-28T08:25:00Z,4.035,TRUE,2.0833333333333335,-1,Central Park,77.99000000000001,0
"Flushing Bay, World's Fair Marina Pier 1 East",2012-06-28,2012,6,2012-06-28T14:27:00Z,20,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Good,8517251,8517251,2012-06-28T13:51:00Z,0.291,FALSE,0.6,1,Central Park,77.99000000000001,0
"Hudson River, West 72nd Street Kayak Launch",2012-06-28,2012,6,2012-06-28T12:59:00Z,20,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Good,8530645,8530645,2012-06-28T07:16:00Z,4.352,TRUE,5.716666666666667,-1,Central Park,77.99000000000001,0
"East River, Hallets Cove",2012-06-28,2012,6,2012-06-28T16:10:00Z,31,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Good,8518668,8518668,2012-06-28T15:42:00Z,0.232,TRUE,0.4666666666666667,1,Central Park,77.99000000000001,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-06-28,2012,6,2012-06-28T13:12:00Z,75,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Fair,8517673,8517673,2012-06-28T08:25:00Z,4.035,TRUE,4.783333333333333,-1,Central Park,77.99000000000001,0
"Hudson River, Inwood Canoe Club",2012-06-28,2012,6,2012-06-28T12:12:00Z,218,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,233 ,Unacceptable,8518902,8518902,2012-06-28T08:10:00Z,3.974,TRUE,4.033333333333333,-1,Central Park,77.99000000000001,0
"Hudson River, Pier 66",2012-06-28,2012,6,2012-06-28T14:33:00Z,0,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Not Detected,8530645,8530645,2012-06-28T14:06:00Z,0.279,TRUE,0.45,1,Central Park,77.99000000000001,0
"East River, Pier 42/Jackson Street",2012-06-28,2012,6,2012-06-28T14:00:00Z,0,0.5599999999999999,0,0,0,0.15,0.06,0,0.35,,Not Detected,8517732,8517732,2012-06-28T07:35:00Z,4.262,TRUE,6.416666666666667,-1,Central Park,77.99000000000001,0
"Hudson River, JFK Marina",2012-07-05,2012,7,2012-07-05T13:45:00Z,10,0.27,0,0.06,0,0,0,0,0.21,,Good,8530095,8530095,2012-07-05T09:16:00Z,-0.644,TRUE,4.483333333333333,1,Central Park,86,0
"East River, Dumbo Cove",2012-07-05,2012,7,2012-07-05T12:35:00Z,10,0.27,0,0.06,0,0,0,0,0.21,,Good,8517847,8517847,2012-07-05T08:18:00Z,-0.537,TRUE,4.283333333333333,1,Central Park,86,0
"Raritan Bay, South Beach",2012-07-05,2012,7,2012-07-05T14:30:00Z,20,0.27,0,0.06,0,0,0,0,0.21,,Good,8519024,8519024,2012-07-05T13:51:00Z,5.184,TRUE,0.65,-1,Central Park,86,0
"Hudson River, Yonkers Paddling and Rowing Club",2012-07-05,2012,7,2012-07-05T14:05:00Z,20,0.27,0,0.06,0,0,0,0,0.21,,Good,8530095,8530095,2012-07-05T09:16:00Z,-0.644,TRUE,4.816666666666666,1,Central Park,86,0
"Buttermilk Channel, Valentino Pier",2012-07-05,2012,7,2012-07-05T11:25:00Z,41,0.27,0,0.06,0,0,0,0,0.21,,Fair,8517921,8517921,2012-07-05T08:02:00Z,-0.68,TRUE,3.3833333333333333,1,Central Park,86,0
"Gowanus Canal, Denton's Pond Outfall",2012-07-05,2012,7,2012-07-05T12:15:00Z,75,0.27,0,0.06,0,0,0,0,0.21,,Fair,8517921,8517921,2012-07-05T08:02:00Z,-0.68,TRUE,4.216666666666667,1,Central Park,86,0
"Hudson River, Inwood Canoe Club",2012-07-05,2012,7,2012-07-05T14:46:00Z,86,0.27,0,0.06,0,0,0,0,0.21,,Fair,8518902,8518902,2012-07-05T08:53:00Z,-0.401,TRUE,5.883333333333334,1,Central Park,86,0
"Flushing Bay, World's Fair Marina Pier 1 East",2012-07-05,2012,7,2012-07-05T13:45:00Z,135,0.27,0,0.06,0,0,0,0,0.21,,Unacceptable,8517251,8517251,2012-07-05T08:14:00Z,-0.716,FALSE,5.516666666666667,1,Central Park,86,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2012-07-05,2012,7,2012-07-05T14:50:00Z,145,0.27,0,0.06,0,0,0,0,0.21,,Unacceptable,8518902,8518902,2012-07-05T08:53:00Z,-0.401,TRUE,5.95,1,Central Park,86,0
"Bronx Kill, west end",2012-07-05,2012,7,2012-07-05T15:42:00Z,833,0.27,0,0.06,0,0,0,0,0.21,,Unacceptable,8518643,8518643,2012-07-05T09:52:00Z,-0.406,TRUE,5.833333333333333,1,Central Park,86,0
"East River, Hallets Cove",2012-07-05,2012,7,2012-07-05T16:16:00Z,959,0.27,0,0.06,0,0,0,0,0.21,,Unacceptable,8518668,8518668,2012-07-05T09:55:00Z,-0.138,TRUE,6.35,1,Central Park,86,0
"East River, Pier 42/Jackson Street",2012-07-05,2012,7,2012-07-05T15:06:00Z,0,0.27,0,0.06,0,0,0,0,0.21,,Not Detected,8517732,8517732,2012-07-05T14:45:00Z,4.84,TRUE,0.35,-1,Central Park,86,0
"Hudson River, Pier 40",2012-07-05,2012,7,2012-07-05T14:04:00Z,0,0.27,0,0.06,0,0,0,0,0.21,,Not Detected,8518750,8518750,2012-07-05T08:14:00Z,-0.716,TRUE,5.833333333333333,1,Central Park,86,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-07-05,2012,7,2012-07-05T13:40:00Z,0,0.27,0,0.06,0,0,0,0,0.21,,Not Detected,8517673,8517673,2012-07-05T09:10:00Z,-0.644,TRUE,4.5,1,Central Park,86,0
"Hudson River, Pier 66",2012-07-05,2012,7,2012-07-05T12:50:00Z,0,0.27,0,0.06,0,0,0,0,0.21,,Not Detected,8530645,8530645,2012-07-05T08:29:00Z,-0.687,TRUE,4.35,1,Central Park,86,0
"Hudson River, West 72nd Street Kayak Launch",2012-07-05,2012,7,2012-07-05T12:45:00Z,0,0.27,0,0.06,0,0,0,0,0.21,,Not Detected,8530645,8530645,2012-07-05T08:29:00Z,-0.687,TRUE,4.266666666666667,1,Central Park,86,0
"Newtown Creek, Whale Creek",2012-07-12,2012,7,2012-07-12T17:40:00Z,10,0.59,0,0,0,0,0.09,0.5,0,,Good,8517673,8517673,2012-07-12T14:45:00Z,0.833,TRUE,2.9166666666666665,1,Central Park,79.52,0
"Hudson River, West 72nd Street Kayak Launch",2012-07-12,2012,7,2012-07-12T13:44:00Z,10,0.59,0,0,0,0,0.09,0.5,0,,Good,8530645,8530645,2012-07-12T07:45:00Z,3.915,TRUE,5.983333333333333,-1,Central Park,79.52,0
"Flushing Bay, World's Fair Marina Pier 1 East",2012-07-12,2012,7,2012-07-12T14:12:00Z,20,0.59,0,0,0,0,0.09,0.5,0,,Good,8517251,8517251,2012-07-12T13:49:00Z,0.925,FALSE,0.38333333333333336,1,Central Park,79.52,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-07-12,2012,7,2012-07-12T13:09:00Z,20,0.59,0,0,0,0,0.09,0.5,0,,Good,8517673,8517673,2012-07-12T08:54:00Z,3.63,TRUE,4.25,-1,Central Park,79.52,0
"Hudson River, Inwood Canoe Club",2012-07-12,2012,7,2012-07-12T16:11:00Z,30,0.59,0,0,0,0,0.09,0.5,0, 0 post turb,Good,8518902,8518902,2012-07-12T14:36:00Z,0.623,TRUE,1.5833333333333333,1,Central Park,79.52,0
"Hudson River, Yonkers Paddling and Rowing Club",2012-07-12,2012,7,2012-07-12T13:00:00Z,63,0.59,0,0,0,0,0.09,0.5,0,,Fair,8530095,8530095,2012-07-12T08:37:00Z,3.385,TRUE,4.383333333333334,-1,Central Park,79.52,0
"East River, Hallets Cove",2012-07-12,2012,7,2012-07-12T18:05:00Z,110,0.59,0,0,0,0,0.09,0.5,0,,Unacceptable,8518668,8518668,2012-07-12T15:24:00Z,0.805,TRUE,2.683333333333333,1,Central Park,79.52,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2012-07-12,2012,7,2012-07-12T15:00:00Z,121,0.59,0,0,0,0,0.09,0.5,0,10 ,Unacceptable,8518902,8518902,2012-07-12T14:36:00Z,0.623,TRUE,0.4,1,Central Park,79.52,0
"Bronx Kill, west end",2012-07-12,2012,7,2012-07-12T17:32:00Z,203,0.59,0,0,0,0,0.09,0.5,0,,Unacceptable,8518643,8518643,2012-07-12T15:17:00Z,0.897,TRUE,2.25,1,Central Park,79.52,0
"Hudson River, Pier 40",2012-07-12,2012,7,2012-07-12T16:30:00Z,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected,8518750,8518750,2012-07-12T13:49:00Z,0.925,TRUE,2.683333333333333,1,Central Park,79.52,0
"East River, Pier 42/Jackson Street",2012-07-12,2012,7,2012-07-12T14:00:00Z,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected,8517732,8517732,2012-07-12T08:04:00Z,3.834,TRUE,5.933333333333334,-1,Central Park,79.52,0
"Hudson River, JFK Marina",2012-07-12,2012,7,2012-07-12T13:55:00Z,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected,8530095,8530095,2012-07-12T08:37:00Z,3.385,TRUE,5.3,-1,Central Park,79.52,0
"Raritan Bay, South Beach",2012-07-12,2012,7,2012-07-12T13:12:00Z,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected,8519024,8519024,2012-07-12T07:04:00Z,4.116,TRUE,6.133333333333334,-1,Central Park,79.52,0
"Hudson River, Pier 66",2012-07-12,2012,7,2012-07-12T13:05:00Z,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected,8530645,8530645,2012-07-12T07:45:00Z,3.915,TRUE,5.333333333333333,-1,Central Park,79.52,0
"Gowanus Canal, Denton's Pond Outfall",2012-07-12,2012,7,2012-07-12T12:30:00Z,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected,8517921,8517921,2012-07-12T07:14:00Z,4.201,TRUE,5.266666666666667,-1,Central Park,79.52,0
"Buttermilk Channel, Valentino Pier",2012-07-12,2012,7,2012-07-12T11:56:00Z,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected,8517921,8517921,2012-07-12T07:14:00Z,4.201,TRUE,4.7,-1,Central Park,79.52,0
"Gowanus Canal, Denton's Pond Outfall",2012-07-19,2012,7,2012-07-19T13:30:00Z,10,2.04,0.02,1.76,0,0,0.26,0,0,,Good,8517921,8517921,2012-07-19T12:52:00Z,4.72,TRUE,0.6333333333333333,-1,Central Park,71.96,0.0195
"Raritan Bay, South Beach",2012-07-19,2012,7,2012-07-19T14:32:00Z,30,2.04,0.02,1.76,0,0,0.26,0,0,,Good,8519024,8519024,2012-07-19T12:49:00Z,4.599,TRUE,1.7166666666666666,-1,Central Park,71.96,0.0195
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2012-07-19,2012,7,2012-07-19T15:02:00Z,31,2.04,0.02,1.76,0,0,0.26,0,0,,Good,8518902,8518902,2012-07-19T14:00:00Z,3.978,TRUE,1.0333333333333334,-1,Central Park,71.96,0.0195
"Upper Harbor, 69th Street Pier",2012-07-19,2012,7,2012-07-19T10:50:00Z,41,2.04,0.02,1.76,0,0,0.26,0,0,,Fair,8519112,8519112,2012-07-19T07:05:00Z,0.096,TRUE,3.75,1,Central Park,71.96,0.0195
"Hudson River, West 72nd Street Kayak Launch",2012-07-19,2012,7,2012-07-19T12:27:00Z,85,2.04,0.02,1.76,0,0,0.26,0,0,,Fair,8530645,8530645,2012-07-19T07:35:00Z,0.094,TRUE,4.866666666666666,1,Central Park,71.96,0.0195
"Hudson River, Pier 40",2012-07-19,2012,7,2012-07-19T15:45:00Z,98,2.04,0.02,1.76,0,0,0.26,0,0,,Fair,8518750,8518750,2012-07-19T13:10:00Z,4.583,TRUE,2.5833333333333335,-1,Central Park,71.96,0.0195
"Hudson River, Yonkers Paddling and Rowing Club",2012-07-19,2012,7,2012-07-19T14:12:00Z,98,2.04,0.02,1.76,0,0,0.26,0,0,,Fair,8530095,8530095,2012-07-19T08:22:00Z,0.088,TRUE,5.833333333333333,1,Central Park,71.96,0.0195
"East River, Pier 42/Jackson Street",2012-07-19,2012,7,2012-07-19T13:55:00Z,134,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8517732,8517732,2012-07-19T13:42:00Z,4.308,TRUE,0.21666666666666667,-1,Central Park,71.96,0.0195
"Hudson River, Pier 66",2012-07-19,2012,7,2012-07-19T13:06:00Z,145,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8530645,8530645,2012-07-19T07:35:00Z,0.094,TRUE,5.516666666666667,1,Central Park,71.96,0.0195
"East River, Dumbo Cove",2012-07-19,2012,7,2012-07-19T15:35:00Z,228,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8517847,8517847,2012-07-19T13:33:00Z,4.263,TRUE,2.033333333333333,-1,Central Park,71.96,0.0195
"Newtown Creek, Whale Creek",2012-07-19,2012,7,2012-07-19T20:00:00Z,336,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8517673,8517673,2012-07-19T14:32:00Z,4.079,TRUE,5.466666666666667,-1,Central Park,71.96,0.0195
"Hudson River, JFK Marina",2012-07-19,2012,7,2012-07-19T14:25:00Z,520,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8530095,8530095,2012-07-19T14:15:00Z,3.804,TRUE,0.16666666666666666,-1,Central Park,71.96,0.0195
"Buttermilk Channel, Valentino Pier",2012-07-19,2012,7,2012-07-19T12:53:00Z,1789,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8517921,8517921,2012-07-19T12:52:00Z,4.72,TRUE,0.016666666666666666,-1,Central Park,71.96,0.0195
"East River, Hallets Cove",2012-07-19,2012,7,2012-07-19T18:15:00Z,3076,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8518668,8518668,2012-07-19T15:10:00Z,4.835,TRUE,3.0833333333333335,-1,Central Park,71.96,0.0195
"Bronx Kill, west end",2012-07-19,2012,7,2012-07-19T17:22:00Z,4352,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8518643,8518643,2012-07-19T15:11:00Z,4.635,TRUE,2.183333333333333,-1,Central Park,71.96,0.0195
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-07-19,2012,7,2012-07-19T13:20:00Z,19863,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8517673,8517673,2012-07-19T08:16:00Z,0.088,TRUE,5.066666666666666,1,Central Park,71.96,0.0195
"Hudson River, Inwood Canoe Club",2012-07-19,2012,7,2012-07-19T12:09:00Z,0,2.04,0.02,1.76,0,0,0.26,0,0,,Not Detected,8518902,8518902,2012-07-19T08:01:00Z,0.196,TRUE,4.133333333333334,1,Central Park,71.96,0.0195
"Flushing Bay, World's Fair Marina Pier 1 East",2012-07-19,2012,7,2012-07-19T13:12:00Z,24196,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable,8517251,8517251,2012-07-19T13:10:00Z,4.583,FALSE,0.03333333333333333,-1,Central Park,71.96,0.0195
"Hudson River, Pier 40",2012-07-26,2012,7,2012-07-26T15:25:00Z,10,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good,8518750,8518750,2012-07-26T12:22:00Z,0.361,TRUE,3.05,1,Central Park,77.99000000000001,0.5928
"Hudson River, JFK Marina",2012-07-26,2012,7,2012-07-26T12:42:00Z,10,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,0 ,Good,8530095,8530095,2012-07-26T06:55:00Z,3.86,TRUE,5.783333333333333,-1,Central Park,77.99000000000001,0.5928
"Upper Harbor, 69th Street Pier",2012-07-26,2012,7,2012-07-26T10:45:00Z,10,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good,8519112,8519112,2012-07-26T05:33:00Z,4.604,TRUE,5.2,-1,Central Park,77.99000000000001,0.5928
"East River, Dumbo Cove",2012-07-26,2012,7,2012-07-26T15:28:00Z,20,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good,8517847,8517847,2012-07-26T12:39:00Z,0.317,TRUE,2.816666666666667,1,Central Park,77.99000000000001,0.5928
"Newtown Creek, Whale Creek",2012-07-26,2012,7,2012-07-26T13:40:00Z,20,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,52 ,Good,8517673,8517673,2012-07-26T13:18:00Z,0.325,TRUE,0.36666666666666664,1,Central Park,77.99000000000001,0.5928
"Hudson River, Yonkers Paddling and Rowing Club",2012-07-26,2012,7,2012-07-26T12:30:00Z,30,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good,8530095,8530095,2012-07-26T06:55:00Z,3.86,TRUE,5.583333333333333,-1,Central Park,77.99000000000001,0.5928
"East River, Anable Basin",2012-07-26,2012,7,2012-07-26T14:50:00Z,31,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good,8517673,8517673,2012-07-26T13:18:00Z,0.325,TRUE,1.5333333333333334,1,Central Park,77.99000000000001,0.5928
"Flushing Bay, World's Fair Marina Pier 1 East",2012-07-26,2012,7,2012-07-26T14:16:00Z,31,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good,8517251,8517251,2012-07-26T12:22:00Z,0.361,FALSE,1.9,1,Central Park,77.99000000000001,0.5928
"Hudson River, Inwood Canoe Club",2012-07-26,2012,7,2012-07-26T11:47:00Z,52,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Fair,8518902,8518902,2012-07-26T06:49:00Z,4.058,TRUE,4.966666666666667,-1,Central Park,77.99000000000001,0.5928
"Buttermilk Channel, Valentino Pier",2012-07-26,2012,7,2012-07-26T10:26:00Z,52,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Fair,8517921,8517921,2012-07-26T05:32:00Z,4.79,TRUE,4.9,-1,Central Park,77.99000000000001,0.5928
"Hudson River, West 72nd Street Kayak Launch",2012-07-26,2012,7,2012-07-26T11:52:00Z,97,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Fair,8530645,8530645,2012-07-26T06:03:00Z,4.464,TRUE,5.816666666666666,-1,Central Park,77.99000000000001,0.5928
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2012-07-26,2012,7,2012-07-26T15:07:00Z,1789,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Unacceptable,8518902,8518902,2012-07-26T13:22:00Z,0.211,TRUE,1.75,1,Central Park,77.99000000000001,0.5928
"East River, Pier 42/Jackson Street",2012-07-26,2012,7,2012-07-26T14:50:00Z,2143,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Unacceptable,8517732,8517732,2012-07-26T12:44:00Z,0.379,TRUE,2.1,1,Central Park,77.99000000000001,0.5928
"Raritan Bay, South Beach",2012-07-26,2012,7,2012-07-26T14:05:00Z,0,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Not Detected,8519024,8519024,2012-07-26T11:54:00Z,0.36,TRUE,2.183333333333333,1,Central Park,77.99000000000001,0.5928
"Hudson River, Pier 66",2012-07-26,2012,7,2012-07-26T13:50:00Z,0,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Not Detected,8530645,8530645,2012-07-26T12:37:00Z,0.346,TRUE,1.2166666666666666,1,Central Park,77.99000000000001,0.5928
"Gowanus Canal, Denton's Pond Outfall",2012-07-26,2012,7,2012-07-26T10:48:00Z,0,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Not Detected,8517921,8517921,2012-07-26T05:32:00Z,4.79,TRUE,5.266666666666667,-1,Central Park,77.99000000000001,0.5928
"East River, Anable Basin",2012-08-02,2012,8,2012-08-02T15:40:00Z,10,0.83,0,0.64,0,0,0.01,0.18,0,,Good,8517673,8517673,2012-08-02T14:23:00Z,4.691,TRUE,1.2833333333333334,-1,Central Park,78.53,0
"Hudson River, Pier 40",2012-08-02,2012,8,2012-08-02T17:40:00Z,20,0.83,0,0.64,0,0,0.01,0.18,0,,Good,8518750,8518750,2012-08-02T13:01:00Z,5.271,TRUE,4.65,-1,Central Park,78.53,0
"Hudson River, Pier 66",2012-08-02,2012,8,2012-08-02T13:15:00Z,20,0.83,0,0.64,0,0,0.01,0.18,0,,Good,8530645,8530645,2012-08-02T13:14:00Z,5.06,TRUE,0.016666666666666666,-1,Central Park,78.53,0
"East River, Dumbo Cove",2012-08-02,2012,8,2012-08-02T12:05:00Z,31,0.83,0,0.64,0,0,0.01,0.18,0,,Good,8517847,8517847,2012-08-02T07:11:00Z,-0.302,TRUE,4.9,1,Central Park,78.53,0
"East River, Pier 42/Jackson Street",2012-08-02,2012,8,2012-08-02T13:25:00Z,52,0.83,0,0.64,0,0,0.01,0.18,0,10 ,Fair,8517732,8517732,2012-08-02T07:26:00Z,-0.515,TRUE,5.983333333333333,1,Central Park,78.53,0
"Upper Harbor, 69th Street Pier",2012-08-02,2012,8,2012-08-02T11:47:00Z,74,0.83,0,0.64,0,0,0.01,0.18,0,,Fair,8519112,8519112,2012-08-02T06:49:00Z,-0.486,TRUE,4.966666666666667,1,Central Park,78.53,0
"East River, Hallets Cove",2012-08-02,2012,8,2012-08-02T13:18:00Z,86,0.83,0,0.64,0,0,0.01,0.18,0,,Fair,8518668,8518668,2012-08-02T08:47:00Z,0.003,TRUE,4.516666666666667,1,Central Park,78.53,0
"Flushing Bay, World's Fair Marina Pier 1 East",2012-08-02,2012,8,2012-08-02T12:45:00Z,110,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable,8517251,8517251,2012-08-02T07:04:00Z,-0.491,FALSE,5.683333333333334,1,Central Park,78.53,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-08-02,2012,8,2012-08-02T16:00:00Z,181,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable,8517673,8517673,2012-08-02T14:23:00Z,4.691,TRUE,1.6166666666666667,-1,Central Park,78.53,0
"Bronx Kill, west end",2012-08-02,2012,8,2012-08-02T12:47:00Z,246,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable,8518643,8518643,2012-08-02T08:40:00Z,-0.13,TRUE,4.116666666666666,1,Central Park,78.53,0
"Buttermilk Channel, Valentino Pier",2012-08-02,2012,8,2012-08-02T12:07:00Z,676,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable,8517921,8517921,2012-08-02T06:52:00Z,-0.466,TRUE,5.25,1,Central Park,78.53,0
"Gowanus Canal, Denton's Pond Outfall",2012-08-02,2012,8,2012-08-02T12:35:00Z,5475,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable,8517921,8517921,2012-08-02T06:52:00Z,-0.466,TRUE,5.716666666666667,1,Central Park,78.53,0
"Hudson River, Inwood Canoe Club",2012-08-02,2012,8,2012-08-02T11:55:00Z,0,0.83,0,0.64,0,0,0.01,0.18,0,,Not Detected,8518902,8518902,2012-08-02T07:40:00Z,-0.23,TRUE,4.25,1,Central Park,78.53,0
"Hudson River, Pier 40",2012-08-09,2012,8,2012-08-09T16:47:00Z,10,0.23,0,0,0,0.01,0.22,0,0,,Good,8518750,8518750,2012-08-09T12:04:00Z,1.05,TRUE,4.716666666666667,1,Central Park,80.50999999999999,0
"East River, Pier 42/Jackson Street",2012-08-09,2012,8,2012-08-09T13:40:00Z,10,0.23,0,0,0,0.01,0.22,0,0,,Good,8517732,8517732,2012-08-09T12:26:00Z,1.102,TRUE,1.2333333333333334,1,Central Park,80.50999999999999,0
"Upper Harbor, 69th Street Pier",2012-08-09,2012,8,2012-08-09T11:10:00Z,10,0.23,0,0,0,0.01,0.22,0,0,,Good,8519112,8519112,2012-08-09T05:50:00Z,4.193,TRUE,5.333333333333333,-1,Central Park,80.50999999999999,0
"Buttermilk Channel, Valentino Pier",2012-08-09,2012,8,2012-08-09T10:44:00Z,10,0.23,0,0,0,0.01,0.22,0,0,,Good,8517921,8517921,2012-08-09T05:49:00Z,4.363,TRUE,4.916666666666667,-1,Central Park,80.50999999999999,0
"Bronx Kill, west end",2012-08-09,2012,8,2012-08-09T16:19:00Z,41,0.23,0,0,0,0.01,0.22,0,0,,Fair,8518643,8518643,2012-08-09T13:51:00Z,0.836,TRUE,2.466666666666667,1,Central Park,80.50999999999999,0
"Hudson River, Inwood Canoe Club",2012-08-09,2012,8,2012-08-09T12:00:00Z,41,0.23,0,0,0,0.01,0.22,0,0,,Fair,8518902,8518902,2012-08-09T06:44:00Z,3.677,TRUE,5.266666666666667,-1,Central Park,80.50999999999999,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-08-09,2012,8,2012-08-09T13:06:00Z,52,0.23,0,0,0,0.01,0.22,0,0,,Fair,8517673,8517673,2012-08-09T13:00:00Z,0.945,TRUE,0.1,1,Central Park,80.50999999999999,0
"Gowanus Canal, Denton's Pond Outfall",2012-08-09,2012,8,2012-08-09T10:20:00Z,97,0.23,0,0,0,0.01,0.22,0,0,,Fair,8517921,8517921,2012-08-09T05:49:00Z,4.363,TRUE,4.516666666666667,-1,Central Park,80.50999999999999,0
"East River, Hallets Cove",2012-08-09,2012,8,2012-08-09T16:52:00Z,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected,8518668,8518668,2012-08-09T13:55:00Z,0.725,TRUE,2.95,1,Central Park,80.50999999999999,0
"Hudson River, Yonkers Paddling and Rowing Club",2012-08-09,2012,8,2012-08-09T15:25:00Z,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected,8530095,8530095,2012-08-09T13:06:00Z,0.945,TRUE,2.316666666666667,1,Central Park,80.50999999999999,0
