site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,flood_or_ebb,weather_station,TEMP,PRCP
"Hudson River, Pier 96",2022-07-07,2022,7,2022-07-07T11:10:00Z,10,0.09,0,0,0.09,0,0,0,0,20 ,Good,8530645,8530645,2022-07-07T06:22:00Z,4.241,TRUE,4.8,-1,Central Park,76.55,0
"Hudson River, Pier 84",2022-07-07,2022,7,2022-07-07T10:58:00Z,663,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8530645,8530645,2022-07-07T06:22:00Z,4.241,TRUE,4.6,-1,Central Park,76.55,0
"Hudson River, Pier 66",2022-07-07,2022,7,2022-07-07T13:33:00Z,0,0.09,0,0,0.09,0,0,0,0,,Not Detected,8530645,8530645,2022-07-07T13:08:00Z,0.637,TRUE,0.4166666666666667,1,Central Park,76.55,0
"Hudson River, Gansevoort Peninsula, South",2022-07-07,2022,7,2022-07-07T10:51:00Z,74,0.09,0,0,0.09,0,0,0,0,,Fair,8530645,8530645,2022-07-07T06:22:00Z,4.241,TRUE,4.483333333333333,-1,Central Park,76.55,0
"Hudson River, Pier 40",2022-07-07,2022,7,2022-07-07T14:43:00Z,0,0.09,0,0,0.09,0,0,0,0,,Not Detected,8518750,8518750,2022-07-07T12:53:00Z,0.664,TRUE,1.8333333333333333,1,Central Park,76.55,0
"Hudson River, Pier 26",2022-07-07,2022,7,2022-07-07T15:15:00Z,0,0.09,0,0,0.09,0,0,0,0,,Not Detected,8518750,8518750,2022-07-07T12:53:00Z,0.664,TRUE,2.3666666666666667,1,Central Park,76.55,0
"Flushing Bay, World's Fair Marina Pier 1 East",2022-07-07,2022,7,2022-07-07T11:47:00Z,109,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8517251,8517251,2022-07-07T06:09:00Z,4.418,FALSE,5.633333333333334,-1,Central Park,76.55,0
"Flushing Bay, World's Fair Marina Boat Ramp",2022-07-07,2022,7,2022-07-07T11:43:00Z,41,0.09,0,0,0.09,0,0,0,0,,Fair,8517251,8517251,2022-07-07T06:09:00Z,4.418,FALSE,5.566666666666666,-1,Central Park,76.55,0
Flushing Creek,2022-07-07,2022,7,2022-07-07T12:49:00Z,204,0.09,0,0,0.09,0,0,0,0,135 ,Unacceptable,8517251,8517251,2022-07-07T06:09:00Z,4.418,FALSE,6.666666666666667,-1,Central Park,76.55,0
Kissena Lake,2022-07-07,2022,7,2022-07-07T12:01:00Z,63,0.09,0,0,0.09,0,0,0,0,,Fair,8517251,8517251,2022-07-07T06:09:00Z,4.418,FALSE,5.866666666666666,-1,Central Park,76.55,0
"Flushing Meadows-Corona Park, Meadow Lake",2022-07-07,2022,7,2022-07-07T12:36:00Z,2064,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8517251,8517251,2022-07-07T06:09:00Z,4.418,FALSE,6.45,-1,Central Park,76.55,0
Little Neck Bay,2022-07-07,2022,7,2022-07-07T13:18:00Z,171,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8516990,8516990,2022-07-07T09:23:00Z,6.944,TRUE,3.9166666666666665,-1,Central Park,76.55,0
"East River, Gantry State Park",2022-07-07,2022,7,2022-07-07T13:56:00Z,24196,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8517673,8517673,2022-07-07T13:49:00Z,0.598,TRUE,0.11666666666666667,1,Central Park,76.55,0
"Newtown Creek, 2nd Street Kayak Launch",2022-07-07,2022,7,2022-07-07T13:46:00Z,10,0.09,0,0,0.09,0,0,0,0,,Good,8517673,8517673,2022-07-07T07:31:00Z,3.932,TRUE,6.25,-1,Central Park,76.55,0
"Newtown Creek, Pulaski Bridge, Queens",2022-07-07,2022,7,2022-07-07T14:00:00Z,262,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8517673,8517673,2022-07-07T13:49:00Z,0.598,TRUE,0.18333333333333332,1,Central Park,76.55,0
"Newtown Creek, Apollo Street",2022-07-07,2022,7,2022-07-07T13:05:00Z,842,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8517673,8517673,2022-07-07T07:31:00Z,3.932,TRUE,5.566666666666666,-1,Central Park,76.55,0
"Newtown Creek, East Branch",2022-07-07,2022,7,2022-07-07T14:00:00Z,121,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8518699,8518699,2022-07-07T13:54:00Z,0.475,TRUE,0.1,1,Central Park,76.55,0
"Newtown Creek, English Kills",2022-07-07,2022,7,2022-07-07T13:50:00Z,85,0.09,0,0,0.09,0,0,0,0,,Fair,8518699,8518699,2022-07-07T07:18:00Z,3.868,TRUE,6.533333333333333,-1,Central Park,76.55,0
"East River, Bushwick Inlet",2022-07-07,2022,7,2022-07-07T13:50:00Z,10,0.09,0,0,0.09,0,0,0,0,,Good,8517673,8517673,2022-07-07T13:49:00Z,0.598,TRUE,0.016666666666666666,1,Central Park,76.55,0
"East River, Bushwick Inlet Park Beach",2022-07-07,2022,7,2022-07-07T12:31:00Z,95,0.09,0,0,0.09,0,0,0,0,,Fair,8518699,8518699,2022-07-07T07:18:00Z,3.868,TRUE,5.216666666666667,-1,Central Park,76.55,0
"East River, Grand Ferry Park",2022-07-07,2022,7,2022-07-07T13:46:00Z,41,0.09,0,0,0.09,0,0,0,0,,Fair,8518699,8518699,2022-07-07T07:18:00Z,3.868,TRUE,6.466666666666667,-1,Central Park,76.55,0
"East River, North 3rd Street",2022-07-07,2022,7,2022-07-07T16:30:00Z,20,0.09,0,0,0.09,0,0,0,0,,Good,8518699,8518699,2022-07-07T13:54:00Z,0.475,TRUE,2.6,1,Central Park,76.55,0
"East River, South 5th Street/Domino Park",2022-07-07,2022,7,2022-07-07T13:40:00Z,52,0.09,0,0,0.09,0,0,0,0,,Fair,8518699,8518699,2022-07-07T07:18:00Z,3.868,TRUE,6.366666666666666,-1,Central Park,76.55,0
"East River, Dumbo Cove",2022-07-07,2022,7,2022-07-07T13:30:00Z,63,0.09,0,0,0.09,0,0,0,0,,Fair,8517847,8517847,2022-07-07T13:21:00Z,0.593,TRUE,0.15,1,Central Park,76.55,0
"Buttermilk Channel, Valentino Pier",2022-07-07,2022,7,2022-07-07T13:12:00Z,0,0.09,0,0,0.09,0,0,0,0,,Not Detected,8517921,8517921,2022-07-07T12:41:00Z,0.631,TRUE,0.5166666666666667,1,Central Park,76.55,0
"Coney Island Creek, Kaiser Park",2022-07-07,2022,7,2022-07-07T12:58:00Z,605,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8517811,8517811,2022-07-07T12:23:00Z,0.766,TRUE,0.5833333333333334,1,Central Park,76.55,0
"Raritan Bay, Oakwood Beach",2022-07-07,2022,7,2022-07-07T15:04:00Z,0,0.09,0,0,0.09,0,0,0,0,,Not Detected,8519436,8519436,2022-07-07T12:33:00Z,0.573,TRUE,2.5166666666666666,1,Central Park,76.55,0
"Raritan Bay, Great Kills Beach",2022-07-07,2022,7,2022-07-07T15:15:00Z,10,0.09,0,0,0.09,0,0,0,0,,Good,8519436,8519436,2022-07-07T12:33:00Z,0.573,TRUE,2.7,1,Central Park,76.55,0
"Hackensack River, Ridgefield Park",2022-07-07,2022,7,2022-07-07T12:42:00Z,809,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8530398,8530398,2022-07-07T07:09:00Z,5.566,TRUE,5.55,-1,Central Park,76.55,0
"Hackensack River, River Barge Park",2022-07-07,2022,7,2022-07-07T13:12:00Z,2755,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8530528,8530528,2022-07-07T07:08:00Z,5.566,TRUE,6.066666666666666,-1,Central Park,76.55,0
"Hackensack River, Laurel Hill Park",2022-07-07,2022,7,2022-07-07T13:35:00Z,84,0.09,0,0,0.09,0,0,0,0,,Fair,8530696,8530696,2022-07-07T13:32:00Z,0.73,TRUE,0.05,1,Central Park,76.55,0
"Hackensack River, Rutkowski Park",2022-07-07,2022,7,2022-07-07T14:15:00Z,31,0.09,0,0,0.09,0,0,0,0,,Good,8530884,8530884,2022-07-07T13:14:00Z,0.744,TRUE,1.0166666666666666,1,Central Park,76.55,0
"Raritan River, Riverside Park",2022-07-07,2022,7,2022-07-07T12:08:00Z,185,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8531463,8531463,2022-07-07T06:02:00Z,5.394,TRUE,6.1,-1,Central Park,76.55,0
"Raritan River, Rutgers Boathouse",2022-07-07,2022,7,2022-07-07T12:35:00Z,10,0.09,0,0,0.09,0,0,0,0,,Good,8531463,8531463,2022-07-07T12:23:00Z,1.113,TRUE,0.2,1,Central Park,76.55,0
"Raritan River, Ken Buchanan Park",2022-07-07,2022,7,2022-07-07T13:30:00Z,10,0.09,0,0,0.09,0,0,0,0,,Good,8531390,8531390,2022-07-07T12:33:00Z,0.843,TRUE,0.95,1,Central Park,76.55,0
"Raritan River, 2nd Street Park",2022-07-07,2022,7,2022-07-07T14:22:00Z,107,0.09,0,0,0.09,0,0,0,0,,Unacceptable,8531232,8531232,2022-07-07T12:28:00Z,0.726,TRUE,1.9,1,Central Park,76.55,0
"Raritan Bay, Waterfront Park",2022-07-07,2022,7,2022-07-07T13:57:00Z,0,0.09,0,0,0.09,0,0,0,0,,Not Detected,8531232,8531232,2022-07-07T12:28:00Z,0.726,TRUE,1.4833333333333334,1,Central Park,76.55,0
"Bronx Kill, west end",2022-07-14,2022,7,2022-07-14T13:46:00Z,109,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8518643,8518643,2022-07-14T09:13:00Z,-0.509,TRUE,4.55,1,Central Park,80.96,0
"Bronx Kill, east end",2022-07-14,2022,7,2022-07-14T13:31:00Z,299,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8518639,8518639,2022-07-14T11:07:00Z,-0.81,TRUE,2.4,1,Central Park,80.96,0
"Harlem River, Little Hell Gate",2022-07-14,2022,7,2022-07-14T14:15:00Z,63,0.24,0,0,0,0,0,0,0.24,84 ,Fair,8517401,8517401,2022-07-14T11:17:00Z,-0.975,TRUE,2.966666666666667,1,Central Park,80.96,0
"Hudson River, Pier 96",2022-07-14,2022,7,2022-07-14T10:58:00Z,10,0.24,0,0,0,0,0,0,0.24,,Good,8530645,8530645,2022-07-14T07:47:00Z,-0.589,TRUE,3.183333333333333,1,Central Park,80.96,0
"Hudson River, Pier 84",2022-07-14,2022,7,2022-07-14T10:45:00Z,41,0.24,0,0,0,0,0,0,0.24,,Fair,8530645,8530645,2022-07-14T07:47:00Z,-0.589,TRUE,2.966666666666667,1,Central Park,80.96,0
"Hudson River, Pier 66",2022-07-14,2022,7,2022-07-14T14:46:00Z,0,0.24,0,0,0,0,0,0,0.24,,Not Detected,8530645,8530645,2022-07-14T13:33:00Z,4.802,TRUE,1.2166666666666666,-1,Central Park,80.96,0
"Hudson River, Gansevoort Peninsula, South",2022-07-14,2022,7,2022-07-14T10:55:00Z,63,0.24,0,0,0,0,0,0,0.24,,Fair,8530645,8530645,2022-07-14T07:47:00Z,-0.589,TRUE,3.1333333333333333,1,Central Park,80.96,0
"Hudson River, Pier 40",2022-07-14,2022,7,2022-07-14T14:45:00Z,10,0.24,0,0,0,0,0,0,0.24,,Good,8518750,8518750,2022-07-14T13:20:00Z,5.002,TRUE,1.4166666666666667,-1,Central Park,80.96,0
"Hudson River, Pier 26",2022-07-14,2022,7,2022-07-14T15:00:00Z,0,0.24,0,0,0,0,0,0,0.24,,Not Detected,8518750,8518750,2022-07-14T13:20:00Z,5.002,TRUE,1.6666666666666667,-1,Central Park,80.96,0
"Hudson River, Weehawken Cove",2022-07-14,2022,7,2022-07-14T12:45:00Z,72,0.24,0,0,0,0,0,0,0.24,,Fair,8530645,8530645,2022-07-14T07:47:00Z,-0.589,TRUE,4.966666666666667,1,Central Park,80.96,0
"Hudson River, Pier 13",2022-07-14,2022,7,2022-07-14T12:34:00Z,10,0.24,0,0,0,0,0,0,0.24,,Good,8530645,8530645,2022-07-14T07:47:00Z,-0.589,TRUE,4.783333333333333,1,Central Park,80.96,0
"Hudson River, Hoboken Cove Beach",2022-07-14,2022,7,2022-07-14T13:01:00Z,75,0.24,0,0,0,0,0,0,0.24,63 ,Fair,8530645,8530645,2022-07-14T07:47:00Z,-0.589,TRUE,5.233333333333333,1,Central Park,80.96,0
"Hudson River, Frank Sinatra Park",2022-07-14,2022,7,2022-07-14T13:11:00Z,7270,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8530645,8530645,2022-07-14T07:47:00Z,-0.589,TRUE,5.4,1,Central Park,80.96,0
"Flushing Bay, World's Fair Marina Pier 1 East",2022-07-14,2022,7,2022-07-14T13:46:00Z,30,0.24,0,0,0,0,0,0,0.24,,Good,8517251,8517251,2022-07-14T13:20:00Z,5.002,FALSE,0.43333333333333335,-1,Central Park,80.96,0
"Flushing Bay, World's Fair Marina Boat Ramp",2022-07-14,2022,7,2022-07-14T13:40:00Z,63,0.24,0,0,0,0,0,0,0.24,,Fair,8517251,8517251,2022-07-14T13:20:00Z,5.002,FALSE,0.3333333333333333,-1,Central Park,80.96,0
Flushing Creek,2022-07-14,2022,7,2022-07-14T15:28:00Z,1664,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8517251,8517251,2022-07-14T13:20:00Z,5.002,FALSE,2.1333333333333333,-1,Central Park,80.96,0
Kissena Lake,2022-07-14,2022,7,2022-07-14T12:41:00Z,96,0.24,0,0,0,0,0,0,0.24,,Fair,8517251,8517251,2022-07-14T07:32:00Z,-0.614,FALSE,5.15,1,Central Park,80.96,0
"Flushing Meadows-Corona Park, Meadow Lake",2022-07-14,2022,7,2022-07-14T14:02:00Z,3873,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8517251,8517251,2022-07-14T13:20:00Z,5.002,FALSE,0.7,-1,Central Park,80.96,0
Little Neck Bay,2022-07-14,2022,7,2022-07-14T13:35:00Z,10,0.24,0,0,0,0,0,0,0.24,,Good,8516990,8516990,2022-07-14T10:59:00Z,-0.73,TRUE,2.6,1,Central Park,80.96,0
"East River, Hallets Cove",2022-07-14,2022,7,2022-07-14T15:00:00Z,2755,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8518668,8518668,2022-07-14T09:14:00Z,-0.272,TRUE,5.766666666666667,1,Central Park,80.96,0
"East River, Gantry State Park",2022-07-14,2022,7,2022-07-14T14:30:00Z,10,0.24,0,0,0,0,0,0,0.24,,Good,8517673,8517673,2022-07-14T08:28:00Z,-0.552,TRUE,6.033333333333333,1,Central Park,80.96,0
"Newtown Creek, 2nd Street Kayak Launch",2022-07-14,2022,7,2022-07-14T14:40:00Z,108,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8517673,8517673,2022-07-14T08:28:00Z,-0.552,TRUE,6.2,1,Central Park,80.96,0
"Newtown Creek, Pulaski Bridge, Queens",2022-07-14,2022,7,2022-07-14T12:17:00Z,132,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8517673,8517673,2022-07-14T08:28:00Z,-0.552,TRUE,3.816666666666667,1,Central Park,80.96,0
"Newtown Creek, Apollo Street",2022-07-14,2022,7,2022-07-14T12:46:00Z,168,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8517673,8517673,2022-07-14T08:28:00Z,-0.552,TRUE,4.3,1,Central Park,80.96,0
"Newtown Creek, East Branch",2022-07-14,2022,7,2022-07-14T14:45:00Z,241,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8518699,8518699,2022-07-14T14:12:00Z,4.396,TRUE,0.55,-1,Central Park,80.96,0
"Newtown Creek, English Kills",2022-07-14,2022,7,2022-07-14T14:55:00Z,443,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8518699,8518699,2022-07-14T14:12:00Z,4.396,TRUE,0.7166666666666667,-1,Central Park,80.96,0
"East River, Bushwick Inlet",2022-07-14,2022,7,2022-07-14T14:08:00Z,20,0.24,0,0,0,0,0,0,0.24,,Good,8517673,8517673,2022-07-14T08:28:00Z,-0.552,TRUE,5.666666666666667,1,Central Park,80.96,0
"East River, Bushwick Inlet Park Beach",2022-07-14,2022,7,2022-07-14T12:23:00Z,857,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8518699,8518699,2022-07-14T07:58:00Z,-0.402,TRUE,4.416666666666667,1,Central Park,80.96,0
"East River, Grand Ferry Park",2022-07-14,2022,7,2022-07-14T14:04:00Z,10,0.24,0,0,0,0,0,0,0.24,,Good,8518699,8518699,2022-07-14T07:58:00Z,-0.402,TRUE,6.1,1,Central Park,80.96,0
"East River, North 3rd Street",2022-07-14,2022,7,2022-07-14T14:14:00Z,31,0.24,0,0,0,0,0,0,0.24,,Good,8518699,8518699,2022-07-14T14:12:00Z,4.396,TRUE,0.03333333333333333,-1,Central Park,80.96,0
"East River, South 5th Street/Domino Park",2022-07-14,2022,7,2022-07-14T13:58:00Z,0,0.24,0,0,0,0,0,0,0.24,,Not Detected,8518699,8518699,2022-07-14T07:58:00Z,-0.402,TRUE,6,1,Central Park,80.96,0
"East River, Dumbo Cove",2022-07-14,2022,7,2022-07-14T13:47:00Z,0,0.24,0,0,0,0,0,0,0.24,30 ,Not Detected,8517847,8517847,2022-07-14T13:39:00Z,4.773,TRUE,0.13333333333333333,-1,Central Park,80.96,0
"Buttermilk Channel, Valentino Pier",2022-07-14,2022,7,2022-07-14T13:29:00Z,97,0.24,0,0,0,0,0,0,0.24,,Fair,8517921,8517921,2022-07-14T13:02:00Z,5.152,TRUE,0.45,-1,Central Park,80.96,0
"Raritan Bay, Oakwood Beach",2022-07-14,2022,7,2022-07-14T15:00:00Z,10,0.24,0,0,0,0,0,0,0.24,,Good,8519436,8519436,2022-07-14T12:58:00Z,5.321,TRUE,2.033333333333333,-1,Central Park,80.96,0
"Raritan Bay, Great Kills Beach",2022-07-14,2022,7,2022-07-14T15:32:00Z,10,0.24,0,0,0,0,0,0,0.24,,Good,8519436,8519436,2022-07-14T12:58:00Z,5.321,TRUE,2.566666666666667,-1,Central Park,80.96,0
"Hackensack River, Ridgefield Park",2022-07-14,2022,7,2022-07-14T12:45:00Z,213,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8530398,8530398,2022-07-14T08:32:00Z,-0.773,TRUE,4.216666666666667,1,Central Park,80.96,0
"Hackensack River, River Barge Park",2022-07-14,2022,7,2022-07-14T13:26:00Z,226,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8530528,8530528,2022-07-14T08:17:00Z,-0.791,TRUE,5.15,1,Central Park,80.96,0
"Hackensack River, Laurel Hill Park",2022-07-14,2022,7,2022-07-14T13:55:00Z,30,0.24,0,0,0,0,0,0,0.24,,Good,8530696,8530696,2022-07-14T13:53:00Z,5.802,TRUE,0.03333333333333333,-1,Central Park,80.96,0
"Hackensack River, Rutkowski Park",2022-07-14,2022,7,2022-07-14T14:38:00Z,20,0.24,0,0,0,0,0,0,0.24,,Good,8530884,8530884,2022-07-14T13:23:00Z,5.602,TRUE,1.25,-1,Central Park,80.96,0
"Raritan River, Riverside Park",2022-07-14,2022,7,2022-07-14T12:10:00Z,132,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8531463,8531463,2022-07-14T08:07:00Z,-0.762,TRUE,4.05,1,Central Park,80.96,0
"Raritan River, Rutgers Boathouse",2022-07-14,2022,7,2022-07-14T12:33:00Z,41,0.24,0,0,0,0,0,0,0.24,,Fair,8531463,8531463,2022-07-14T08:07:00Z,-0.762,TRUE,4.433333333333334,1,Central Park,80.96,0
"Raritan River, Edison Boat Basin",2022-07-14,2022,7,2022-07-14T12:57:00Z,586,0.24,0,0,0,0,0,0,0.24,,Unacceptable,8531390,8531390,2022-07-14T07:42:00Z,-0.674,TRUE,5.25,1,Central Park,80.96,0
"Raritan River, Ken Buchanan Park",2022-07-14,2022,7,2022-07-14T13:27:00Z,41,0.24,0,0,0,0,0,0,0.24,,Fair,8531390,8531390,2022-07-14T13:18:00Z,5.935,TRUE,0.15,-1,Central Park,80.96,0
"Raritan River, 2nd Street Park",2022-07-14,2022,7,2022-07-14T14:28:00Z,0,0.24,0,0,0,0,0,0,0.24,,Not Detected,8531232,8531232,2022-07-14T12:53:00Z,5.604,TRUE,1.5833333333333333,-1,Central Park,80.96,0
"Raritan Bay, Waterfront Park",2022-07-14,2022,7,2022-07-14T13:53:00Z,63,0.24,0,0,0,0,0,0,0.24,,Fair,8531232,8531232,2022-07-14T12:53:00Z,5.604,TRUE,1,-1,Central Park,80.96,0
"Hudson River, JFK Marina",2022-07-21,2022,7,2022-07-21T14:10:00Z,41,3.12,0.16,0,0,1.85,0,1.11,0,,Fair,8530095,8530095,2022-07-21T08:13:00Z,3.703,TRUE,5.95,-1,Central Park,82.94,0.1599
"Hudson River, Yonkers Paddling and Rowing Club",2022-07-21,2022,7,2022-07-21T14:22:00Z,160,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8530095,8530095,2022-07-21T08:13:00Z,3.703,TRUE,6.15,-1,Central Park,82.94,0.1599
"Saw Mill River, daylighted section",2022-07-21,2022,7,2022-07-21T15:57:00Z,738,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8530095,8530095,2022-07-21T14:31:00Z,0.548,TRUE,1.4333333333333333,1,Central Park,82.94,0.1599
"Bronx River, Starlight Park, North Dock",2022-07-21,2022,7,2022-07-21T15:26:00Z,2987,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8518621,8518621,2022-07-21T11:03:00Z,6.786,TRUE,4.383333333333334,-1,Central Park,82.94,0.1599
"Bronx River, Soundview Park, HP009 CSO",2022-07-21,2022,7,2022-07-21T16:45:00Z,24196,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8518621,8518621,2022-07-21T11:03:00Z,6.786,TRUE,5.7,-1,Central Park,82.94,0.1599
"Bronx Kill, west end",2022-07-21,2022,7,2022-07-21T13:12:00Z,987,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8518643,8518643,2022-07-21T09:05:00Z,4.027,TRUE,4.116666666666666,-1,Central Park,82.94,0.1599
"Bronx Kill, east end",2022-07-21,2022,7,2022-07-21T13:02:00Z,41,3.12,0.16,0,0,1.85,0,1.11,0,,Fair,8518639,8518639,2022-07-21T10:59:00Z,5.99,TRUE,2.05,-1,Central Park,82.94,0.1599
"Harlem River, Little Hell Gate",2022-07-21,2022,7,2022-07-21T13:31:00Z,173,3.12,0.16,0,0,1.85,0,1.11,0,259 ,Unacceptable,8517401,8517401,2022-07-21T10:06:00Z,5.934,TRUE,3.4166666666666665,-1,Central Park,82.94,0.1599
"Hudson River, Pier 96",2022-07-21,2022,7,2022-07-21T10:40:00Z,63,3.12,0.16,0,0,1.85,0,1.11,0,,Fair,8530645,8530645,2022-07-21T07:21:00Z,4.283,TRUE,3.316666666666667,-1,Central Park,82.94,0.1599
"Hudson River, Pier 84",2022-07-21,2022,7,2022-07-21T10:31:00Z,309,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8530645,8530645,2022-07-21T07:21:00Z,4.283,TRUE,3.1666666666666665,-1,Central Park,82.94,0.1599
"Hudson River, Pier 66",2022-07-21,2022,7,2022-07-21T13:05:00Z,0,3.12,0.16,0,0,1.85,0,1.11,0,,Not Detected,8530645,8530645,2022-07-21T07:21:00Z,4.283,TRUE,5.733333333333333,-1,Central Park,82.94,0.1599
"Hudson River, Gansevoort Peninsula, South",2022-07-21,2022,7,2022-07-21T11:33:00Z,109,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8530645,8530645,2022-07-21T07:21:00Z,4.283,TRUE,4.2,-1,Central Park,82.94,0.1599
"Hudson River, Pier 40",2022-07-21,2022,7,2022-07-21T15:21:00Z,20,3.12,0.16,0,0,1.85,0,1.11,0,,Good,8518750,8518750,2022-07-21T13:29:00Z,0.609,TRUE,1.8666666666666667,1,Central Park,82.94,0.1599
"Hudson River, Pier 26",2022-07-21,2022,7,2022-07-21T15:35:00Z,20,3.12,0.16,0,0,1.85,0,1.11,0,,Good,8518750,8518750,2022-07-21T13:29:00Z,0.609,TRUE,2.1,1,Central Park,82.94,0.1599
"Hudson River, Weehawken Cove",2022-07-21,2022,7,2022-07-21T12:55:00Z,10,3.12,0.16,0,0,1.85,0,1.11,0,,Good,8530645,8530645,2022-07-21T07:21:00Z,4.283,TRUE,5.566666666666666,-1,Central Park,82.94,0.1599
"Hudson River, Pier 13",2022-07-21,2022,7,2022-07-21T12:41:00Z,63,3.12,0.16,0,0,1.85,0,1.11,0,0 ,Fair,8530645,8530645,2022-07-21T07:21:00Z,4.283,TRUE,5.333333333333333,-1,Central Park,82.94,0.1599
"Hudson River, Hoboken Cove Beach",2022-07-21,2022,7,2022-07-21T13:10:00Z,40,3.12,0.16,0,0,1.85,0,1.11,0,,Fair,8530645,8530645,2022-07-21T07:21:00Z,4.283,TRUE,5.816666666666666,-1,Central Park,82.94,0.1599
"Hudson River, Frank Sinatra Park",2022-07-21,2022,7,2022-07-21T13:19:00Z,161,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8530645,8530645,2022-07-21T07:21:00Z,4.283,TRUE,5.966666666666667,-1,Central Park,82.94,0.1599
"Flushing Bay, World's Fair Marina Pier 1 East",2022-07-21,2022,7,2022-07-21T12:29:00Z,20,3.12,0.16,0,0,1.85,0,1.11,0,,Good,8517251,8517251,2022-07-21T07:08:00Z,4.462,FALSE,5.35,-1,Central Park,82.94,0.1599
"Flushing Bay, World's Fair Marina Boat Ramp",2022-07-21,2022,7,2022-07-21T12:21:00Z,146,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8517251,8517251,2022-07-21T07:08:00Z,4.462,FALSE,5.216666666666667,-1,Central Park,82.94,0.1599
Flushing Creek,2022-07-21,2022,7,2022-07-21T13:30:00Z,663,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8517251,8517251,2022-07-21T13:29:00Z,0.609,FALSE,0.016666666666666666,1,Central Park,82.94,0.1599
Kissena Lake,2022-07-21,2022,7,2022-07-21T12:05:00Z,0,3.12,0.16,0,0,1.85,0,1.11,0,,Not Detected,8517251,8517251,2022-07-21T07:08:00Z,4.462,FALSE,4.95,-1,Central Park,82.94,0.1599
"Flushing Meadows-Corona Park, Meadow Lake",2022-07-21,2022,7,2022-07-21T13:51:00Z,3130,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8517251,8517251,2022-07-21T13:29:00Z,0.609,FALSE,0.36666666666666664,1,Central Park,82.94,0.1599
Little Neck Bay,2022-07-21,2022,7,2022-07-21T14:18:00Z,52,3.12,0.16,0,0,1.85,0,1.11,0,,Fair,8516990,8516990,2022-07-21T10:51:00Z,6.769,TRUE,3.45,-1,Central Park,82.94,0.1599
"East River, Hallets Cove",2022-07-21,2022,7,2022-07-21T12:45:00Z,132,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8518668,8518668,2022-07-21T09:11:00Z,4.139,TRUE,3.566666666666667,-1,Central Park,82.94,0.1599
"East River, Gantry State Park",2022-07-21,2022,7,2022-07-21T14:13:00Z,41,3.12,0.16,0,0,1.85,0,1.11,0,,Fair,8517673,8517673,2022-07-21T08:30:00Z,3.971,TRUE,5.716666666666667,-1,Central Park,82.94,0.1599
"Newtown Creek, 2nd Street Kayak Launch",2022-07-21,2022,7,2022-07-21T14:20:00Z,331,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8517673,8517673,2022-07-21T08:30:00Z,3.971,TRUE,5.833333333333333,-1,Central Park,82.94,0.1599
"Newtown Creek, Pulaski Bridge, Queens",2022-07-21,2022,7,2022-07-21T11:37:00Z,1354,3.12,0.16,0,0,1.85,0,1.11,0,,Unacceptable,8517673,8517673,2022-07-21T08:30:00Z,3.971,TRUE,3.1166666666666667,-1,Central Park,82.94,0.1599
