site,date,year,month,high_tide,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality
"Raritan Bay, South Beach",2012-07-12,2012,7,03:34:00,09:12:00,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected
"Hudson River, Pier 66",2012-07-12,2012,7,03:34:00,09:05:00,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected
"East Rver, Stuyvesant Cove",2012-07-12,2012,7,03:34:00,09:00:00,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected
"East River, Pier 1 ",2012-07-12,2012,7,03:34:00,08:58:00,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected
"Gowanus Canal, Denton's Pond Outfall",2012-07-12,2012,7,03:34:00,08:30:00,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected
"Buttermilk Channel, Valentino Pier",2012-07-12,2012,7,03:34:00,07:56:00,0,0.59,0,0,0,0,0.09,0.5,0,,Not Detected
"Gowanus Canal, Denton's Pond Outfall",2012-07-19,2012,7,09:15:00,09:30:00,10,2.04,0.02,1.76,0,0,0.26,0,0,,Good
"Raritan Bay, South Beach",2012-07-19,2012,7,09:15:00,10:32:00,30,2.04,0.02,1.76,0,0,0.26,0,0,,Good
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2012-07-19,2012,7,09:15:00,11:02:00,31,2.04,0.02,1.76,0,0,0.26,0,0,,Good
"East River, Pier 1 ",2012-07-19,2012,7,09:15:00,08:44:00,31,2.04,0.02,1.76,0,0,0.26,0,0,,Good
"Upper Harbor, 69th Street Pier",2012-07-19,2012,7,09:15:00,06:50:00,41,2.04,0.02,1.76,0,0,0.26,0,0,,Fair
"Hudson River, West 72nd Street Kayak Launch",2012-07-19,2012,7,09:15:00,08:27:00,85,2.04,0.02,1.76,0,0,0.26,0,0,,Fair
"Hudson River, Pier 40",2012-07-19,2012,7,09:15:00,11:45:00,98,2.04,0.02,1.76,0,0,0.26,0,0,,Fair
"Hudson River, Yonkers Paddling and Rowing Club",2012-07-19,2012,7,09:15:00,10:12:00,98,2.04,0.02,1.76,0,0,0.26,0,0,,Fair
"East River, Pier 42/Jackson Street",2012-07-19,2012,7,09:15:00,09:55:00,134,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Hudson River, Pier 66",2012-07-19,2012,7,09:15:00,09:06:00,145,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Gowanus Canal, Second Street Sponge Park",2012-07-19,2012,7,09:15:00,09:35:00,173,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"East River, Dumbo Cove",2012-07-19,2012,7,09:15:00,11:35:00,228,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Newtown Creek, Whale Creek",2012-07-19,2012,7,09:15:00,16:00:00,336,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"East Rver, Stuyvesant Cove",2012-07-19,2012,7,09:15:00,10:30:00,364,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Hudson River, JFK Marina",2012-07-19,2012,7,09:15:00,10:25:00,520,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Buttermilk Channel, Valentino Pier",2012-07-19,2012,7,09:15:00,08:53:00,1789,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"East River, Hallets Cove",2012-07-19,2012,7,09:15:00,14:15:00,3076,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Bronx Kill, west end",2012-07-19,2012,7,09:15:00,13:22:00,4352,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"East River, Wallabout Channel ",2012-07-19,2012,7,09:15:00,11:30:00,11119,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-07-19,2012,7,09:15:00,09:20:00,19863,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"East River, Brooklyn Bridge Beach ",2012-07-19,2012,7,09:15:00,09:40:00,0,2.04,0.02,1.76,0,0,0.26,0,0,20 ,Not Detected
"Hudson River, Inwood Canoe Club",2012-07-19,2012,7,09:15:00,08:09:00,0,2.04,0.02,1.76,0,0,0.26,0,0,,Not Detected
"Flushing Bay, World's Fair Marina Pier 1 East",2012-07-19,2012,7,09:15:00,09:12:00,24196,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Newtown Creek, Dutch Kills ",2012-07-19,2012,7,09:15:00,09:10:00,24196,2.04,0.02,1.76,0,0,0.26,0,0,,Unacceptable
"Hudson River, Pier 40",2012-07-26,2012,7,01:49:00,11:25:00,10,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good
"Hudson River, JFK Marina",2012-07-26,2012,7,01:49:00,08:42:00,10,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,0 ,Good
"Upper Harbor, 69th Street Pier",2012-07-26,2012,7,01:49:00,06:45:00,10,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good
"East River, Dumbo Cove",2012-07-26,2012,7,01:49:00,11:28:00,20,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good
"Newtown Creek, Whale Creek",2012-07-26,2012,7,01:49:00,09:40:00,20,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,52 ,Good
"Hudson River, Yonkers Paddling and Rowing Club",2012-07-26,2012,7,01:49:00,08:30:00,30,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good
"East River, Anable Basin",2012-07-26,2012,7,01:49:00,10:50:00,31,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good
"Flushing Bay, World's Fair Marina Pier 1 East",2012-07-26,2012,7,01:49:00,10:16:00,31,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Good
"East River, Brooklyn Bridge Beach ",2012-07-26,2012,7,01:49:00,11:10:00,52,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Fair
"Hudson River, Inwood Canoe Club",2012-07-26,2012,7,01:49:00,07:47:00,52,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Fair
"Gowanus Canal, Second Street Sponge Park",2012-07-26,2012,7,01:49:00,06:55:00,52,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Fair
"Buttermilk Channel, Valentino Pier",2012-07-26,2012,7,01:49:00,06:26:00,52,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Fair
"Hudson River, West 72nd Street Kayak Launch",2012-07-26,2012,7,01:49:00,07:52:00,97,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Fair
"East Rver, Stuyvesant Cove",2012-07-26,2012,7,01:49:00,10:25:00,110,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Unacceptable
"Newtown Creek, Dutch Kills ",2012-07-26,2012,7,01:49:00,10:05:00,122,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,20 ,Unacceptable
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2012-07-26,2012,7,01:49:00,11:07:00,1789,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Unacceptable
"East River, Pier 42/Jackson Street",2012-07-26,2012,7,01:49:00,10:50:00,2143,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Unacceptable
"Raritan Bay, South Beach",2012-07-26,2012,7,01:49:00,10:05:00,0,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Not Detected
"Hudson River, Pier 66",2012-07-26,2012,7,01:49:00,09:50:00,0,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Not Detected
"East River, Pier 1 ",2012-07-26,2012,7,01:49:00,09:04:00,0,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Not Detected
"Gowanus Canal, Denton's Pond Outfall",2012-07-26,2012,7,01:49:00,06:48:00,0,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Not Detected
"East River, Wallabout Channel ",2012-07-26,2012,7,01:49:00,11:08:00,24196,1.3299999999999998,0.6,0,0,0.15,0,0,0.58,,Unacceptable
"East River, Anable Basin",2012-08-02,2012,8,09:04:00,11:40:00,10,0.83,0,0.64,0,0,0.01,0.18,0,,Good
"Hudson River, Pier 40",2012-08-02,2012,8,09:04:00,13:40:00,20,0.83,0,0.64,0,0,0.01,0.18,0,,Good
"East Rver, Stuyvesant Cove",2012-08-02,2012,8,09:04:00,09:42:00,20,0.83,0,0.64,0,0,0.01,0.18,0,,Good
"Hudson River, Pier 66",2012-08-02,2012,8,09:04:00,09:15:00,20,0.83,0,0.64,0,0,0.01,0.18,0,,Good
"East River, Dumbo Cove",2012-08-02,2012,8,09:04:00,08:05:00,31,0.83,0,0.64,0,0,0.01,0.18,0,,Good
"East River, Wallabout Channel ",2012-08-02,2012,8,09:04:00,11:27:00,41,0.83,0,0.64,0,0,0.01,0.18,0,,Fair
"East River, Pier 42/Jackson Street",2012-08-02,2012,8,09:04:00,09:25:00,52,0.83,0,0.64,0,0,0.01,0.18,0,10 ,Fair
"East River, Brooklyn Bridge Beach ",2012-08-02,2012,8,09:04:00,09:13:00,52,0.83,0,0.64,0,0,0.01,0.18,0,,Fair
"Upper Harbor, 69th Street Pier",2012-08-02,2012,8,09:04:00,07:47:00,74,0.83,0,0.64,0,0,0.01,0.18,0,,Fair
"East River, Hallets Cove",2012-08-02,2012,8,09:04:00,09:18:00,86,0.83,0,0.64,0,0,0.01,0.18,0,,Fair
"Flushing Bay, World's Fair Marina Pier 1 East",2012-08-02,2012,8,09:04:00,08:45:00,110,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-08-02,2012,8,09:04:00,12:00:00,181,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable
"Bronx Kill, west end",2012-08-02,2012,8,09:04:00,08:47:00,246,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable
"Buttermilk Channel, Valentino Pier",2012-08-02,2012,8,09:04:00,08:07:00,676,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable
"Gowanus Canal, Denton's Pond Outfall",2012-08-02,2012,8,09:04:00,08:35:00,5475,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable
"Gowanus Canal, Second Street Sponge Park",2012-08-02,2012,8,09:04:00,08:28:00,5794,0.83,0,0.64,0,0,0.01,0.18,0,,Unacceptable
"Jamaica Bay, Paerdegat Basin ",2012-08-02,2012,8,09:04:00,09:10:00,0,0.83,0,0.64,0,0,0.01,0.18,0,,Not Detected
"East River, Pier 1 ",2012-08-02,2012,8,09:04:00,08:52:00,0,0.83,0,0.64,0,0,0.01,0.18,0,,Not Detected
"Hudson River, Inwood Canoe Club",2012-08-02,2012,8,09:04:00,07:55:00,0,0.83,0,0.64,0,0,0.01,0.18,0,,Not Detected
"Newtown Creek, Dutch Kills ",2012-08-02,2012,8,09:04:00,10:00:00,24196,0.83,0,0.64,0,0,0.01,0.18,0,5475 ,Unacceptable
"Hudson River, Pier 40",2012-08-09,2012,8,02:08:00,12:47:00,10,0.23,0,0,0,0.01,0.22,0,0,,Good
"East River, Pier 42/Jackson Street",2012-08-09,2012,8,02:08:00,09:40:00,10,0.23,0,0,0,0.01,0.22,0,0,,Good
"Upper Harbor, 69th Street Pier",2012-08-09,2012,8,02:08:00,07:10:00,10,0.23,0,0,0,0.01,0.22,0,0,,Good
"Buttermilk Channel, Valentino Pier",2012-08-09,2012,8,02:08:00,06:44:00,10,0.23,0,0,0,0.01,0.22,0,0,,Good
"Bronx Kill, west end",2012-08-09,2012,8,02:08:00,12:19:00,41,0.23,0,0,0,0.01,0.22,0,0,,Fair
"Newtown Creek, Dutch Kills ",2012-08-09,2012,8,02:08:00,09:37:00,41,0.23,0,0,0,0.01,0.22,0,0,86 ,Fair
"Hudson River, Inwood Canoe Club",2012-08-09,2012,8,02:08:00,08:00:00,41,0.23,0,0,0,0.01,0.22,0,0,,Fair
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-08-09,2012,8,02:08:00,09:06:00,52,0.23,0,0,0,0.01,0.22,0,0,,Fair
"Gowanus Canal, Denton's Pond Outfall",2012-08-09,2012,8,02:08:00,06:20:00,97,0.23,0,0,0,0.01,0.22,0,0,,Fair
"East Rver, Stuyvesant Cove",2012-08-09,2012,8,02:08:00,09:10:00,146,0.23,0,0,0,0.01,0.22,0,0,,Unacceptable
"Gowanus Canal, Second Street Sponge Park",2012-08-09,2012,8,02:08:00,06:15:00,323,0.23,0,0,0,0.01,0.22,0,0,,Unacceptable
"East River, Hallets Cove",2012-08-09,2012,8,02:08:00,12:52:00,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected
"Hudson River, Yonkers Paddling and Rowing Club",2012-08-09,2012,8,02:08:00,11:25:00,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected
"Hudson River, JFK Marina",2012-08-09,2012,8,02:08:00,11:07:00,0,0.23,0,0,0,0.01,0.22,0,0,0,Not Detected
"East River, Wallabout Channel ",2012-08-09,2012,8,02:08:00,11:02:00,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected
"Hudson River, Pier 66",2012-08-09,2012,8,02:08:00,10:36:00,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected
"East River, Brooklyn Bridge Beach ",2012-08-09,2012,8,02:08:00,09:50:00,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected
"Newtown Creek, Whale Creek",2012-08-09,2012,8,02:08:00,09:45:00,0,0.23,0,0,0,0.01,0.22,0,0,0 ,Not Detected
"Jamaica Bay, Paerdegat Basin ",2012-08-09,2012,8,02:08:00,09:15:00,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected
"East River, Pier 1 ",2012-08-09,2012,8,02:08:00,08:50:00,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected
"Flushing Bay, World's Fair Marina Pier 1 East",2012-08-09,2012,8,02:08:00,08:50:00,0,0.23,0,0,0,0.01,0.22,0,0,,Not Detected
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2012-08-16,2012,8,08:06:00,11:10:00,10,0.82,0,0.57,0.01,0,0,0,0.24,,Good
"East Rver, Stuyvesant Cove",2012-08-16,2012,8,08:06:00,10:32:00,41,0.82,0,0.57,0.01,0,0,0,0.24,,Fair
"East River, Pier 1 ",2012-08-16,2012,8,08:06:00,08:58:00,52,0.82,0,0.57,0.01,0,0,0,0.24,,Fair
"East River, Brooklyn Bridge Beach ",2012-08-16,2012,8,08:06:00,09:50:00,63,0.82,0,0.57,0.01,0,0,0,0.24,,Fair
"Hudson River, Inwood Canoe Club",2012-08-16,2012,8,08:06:00,08:00:00,63,0.82,0,0.57,0.01,0,0,0,0.24,,Fair
"Hudson River, Yonkers Paddling and Rowing Club",2012-08-16,2012,8,08:06:00,10:30:00,74,0.82,0,0.57,0.01,0,0,0,0.24,,Fair
"Hudson River, JFK Marina",2012-08-16,2012,8,08:06:00,10:00:00,75,0.82,0,0.57,0.01,0,0,0,0.24,,Fair
"Upper Harbor, 69th Street Pier",2012-08-16,2012,8,08:06:00,08:15:00,110,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"Raritan Bay, South Beach",2012-08-16,2012,8,08:06:00,10:00:00,132,0.82,0,0.57,0.01,0,0,0,0.24,20 ,Unacceptable
"East River, Pier 42/Jackson Street",2012-08-16,2012,8,08:06:00,10:00:00,148,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"East River, Anable Basin",2012-08-16,2012,8,08:06:00,07:15:00,350,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"Buttermilk Channel, Valentino Pier",2012-08-16,2012,8,08:06:00,06:30:00,480,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"East River, Hallets Cove",2012-08-16,2012,8,08:06:00,07:05:00,700,0.82,0,0.57,0.01,0,0,0,0.24,183 ,Unacceptable
"Bronx Kill, west end",2012-08-16,2012,8,08:06:00,14:15:00,2909,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-08-16,2012,8,08:06:00,12:35:00,8164,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"Hudson River, Pier 40",2012-08-16,2012,8,08:06:00,11:40:00,0,0.82,0,0.57,0.01,0,0,0,0.24,,Not Detected
"Hudson River, Pier 66",2012-08-16,2012,8,08:06:00,10:32:00,0,0.82,0,0.57,0.01,0,0,0,0.24,,Not Detected
"Newtown Creek, Dutch Kills ",2012-08-16,2012,8,08:06:00,09:55:00,24196,0.82,0,0.57,0.01,0,0,0,0.24,355 ,Unacceptable
"Jamaica Bay, Paerdegat Basin ",2012-08-16,2012,8,08:06:00,08:45:00,24196,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"Flushing Bay, World's Fair Marina Pier 1 East",2012-08-16,2012,8,08:06:00,06:52:00,24196,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"Gowanus Canal, Denton's Pond Outfall",2012-08-16,2012,8,08:06:00,06:15:00,24196,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"Gowanus Canal, Second Street Sponge Park",2012-08-16,2012,8,08:06:00,06:10:00,24196,0.82,0,0.57,0.01,0,0,0,0.24,,Unacceptable
"East River, Anable Basin",2012-08-23,2012,8,00:42:00,11:40:00,10,0.47,0,0,0,0,0,0.32,0.15,,Good
"Hudson River, JFK Marina",2012-08-23,2012,8,00:42:00,12:21:00,20,0.47,0,0,0,0,0,0.32,0.15,,Good
"Bronx Kill, west end",2012-08-23,2012,8,00:42:00,10:54:00,20,0.47,0,0,0,0,0,0.32,0.15,,Good
"Newtown Creek, Dutch Kills ",2012-08-23,2012,8,00:42:00,09:48:00,20,0.47,0,0,0,0,0,0.32,0.15,10 ,Good
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-08-23,2012,8,00:42:00,09:17:00,30,0.47,0,0,0,0,0,0.32,0.15,,Good
"Jamaica Bay, Paerdegat Basin ",2012-08-23,2012,8,00:42:00,09:45:00,31,0.47,0,0,0,0,0,0.32,0.15,,Good
"East River, Hallets Cove",2012-08-23,2012,8,00:42:00,11:20:00,52,0.47,0,0,0,0,0,0.32,0.15,115 ,Fair
"Hudson River, Inwood Canoe Club",2012-08-23,2012,8,00:42:00,07:55:00,86,0.47,0,0,0,0,0,0.32,0.15,,Fair
"Gowanus Canal, Second Street Sponge Park",2012-08-23,2012,8,00:42:00,08:00:00,110,0.47,0,0,0,0,0,0.32,0.15,1198 ,Unacceptable
"Hudson River, West 72nd Street Kayak Launch",2012-08-23,2012,8,00:42:00,06:05:00,168,0.47,0,0,0,0,0,0.32,0.15,,Unacceptable
"Gowanus Canal, Denton's Pond Outfall",2012-08-23,2012,8,00:42:00,07:56:00,181,0.47,0,0,0,0,0,0.32,0.15,,Unacceptable
"Hudson River, Yonkers Paddling and Rowing Club",2012-08-23,2012,8,00:42:00,12:00:00,183,0.47,0,0,0,0,0,0.32,0.15,,Unacceptable
"Flushing Bay, World's Fair Marina Pier 1 East",2012-08-23,2012,8,00:42:00,07:12:00,183,0.47,0,0,0,0,0,0.32,0.15,,Unacceptable
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2012-08-23,2012,8,00:42:00,11:15:00,318,0.47,0,0,0,0,0,0.32,0.15,,Unacceptable
"East River, Pier 42/Jackson Street",2012-08-23,2012,8,00:42:00,10:10:00,884,0.47,0,0,0,0,0,0.32,0.15,,Unacceptable
"Hudson River, Pier 40",2012-08-23,2012,8,00:42:00,12:44:00,0,0.47,0,0,0,0,0,0.32,0.15,,Not Detected
"Hudson River, Pier 66",2012-08-23,2012,8,00:42:00,11:30:00,0,0.47,0,0,0,0,0,0.32,0.15,,Not Detected
"East River, Brooklyn Bridge Beach ",2012-08-23,2012,8,00:42:00,10:20:00,0,0.47,0,0,0,0,0,0.32,0.15,,Not Detected
"East Rver, Stuyvesant Cove",2012-08-23,2012,8,00:42:00,09:30:00,0,0.47,0,0,0,0,0,0.32,0.15,,Not Detected
"East River, Pier 1 ",2012-08-23,2012,8,00:42:00,08:51:00,0,0.47,0,0,0,0,0,0.32,0.15,,Not Detected
"Upper Harbor, 69th Street Pier",2012-08-23,2012,8,00:42:00,08:00:00,0,0.47,0,0,0,0,0,0.32,0.15,,Not Detected
"East River, Dumbo Cove",2012-08-23,2012,8,00:42:00,07:50:00,0,0.47,0,0,0,0,0,0.32,0.15,,Not Detected
"Buttermilk Channel, Valentino Pier",2012-08-23,2012,8,00:42:00,06:56:00,0,0.47,0,0,0,0,0,0.32,0.15,,Not Detected
"East River, Anable Basin",2012-08-30,2012,8,07:59:00,09:50:00,10,0.75,0,0,0.14,0.61,0,0,0,,Good
"East River, Pier 1 ",2012-08-30,2012,8,07:59:00,08:12:00,10,0.75,0,0,0.14,0.61,0,0,0,,Good
"East River, Pier 42/Jackson Street",2012-08-30,2012,8,07:59:00,10:00:00,20,0.75,0,0,0.14,0.61,0,0,0,,Good
"East River, Dumbo Cove",2012-08-30,2012,8,07:59:00,08:03:00,20,0.75,0,0,0.14,0.61,0,0,0,,Good
"Hudson River, Pier 66",2012-08-30,2012,8,07:59:00,07:55:00,20,0.75,0,0,0.14,0.61,0,0,0,,Good
"Hudson River, Inwood Canoe Club",2012-08-30,2012,8,07:59:00,07:50:00,20,0.75,0,0,0.14,0.61,0,0,0,,Good
"East River, Brooklyn Bridge Beach ",2012-08-30,2012,8,07:59:00,09:50:00,41,0.75,0,0,0.14,0.61,0,0,0,,Fair
"Hudson River, Yonkers Paddling and Rowing Club",2012-08-30,2012,8,07:59:00,09:06:00,41,0.75,0,0,0.14,0.61,0,0,0,,Fair
"Hudson River, JFK Marina",2012-08-30,2012,8,07:59:00,08:55:00,41,0.75,0,0,0.14,0.61,0,0,0,,Fair
"Hudson River, West 72nd Street Kayak Launch",2012-08-30,2012,8,07:59:00,07:20:00,52,0.75,0,0,0.14,0.61,0,0,0,,Fair
"Bronx Kill, west end",2012-08-30,2012,8,07:59:00,09:37:00,63,0.75,0,0,0.14,0.61,0,0,0,,Fair
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-08-30,2012,8,07:59:00,08:50:00,63,0.75,0,0,0.14,0.61,0,0,0,,Fair
"East River, Wallabout Channel ",2012-08-30,2012,8,07:59:00,08:06:00,109,0.75,0,0,0.14,0.61,0,0,0,,Unacceptable
"East River, Hallets Cove",2012-08-30,2012,8,07:59:00,08:47:00,364,0.75,0,0,0.14,0.61,0,0,0,75 ,Unacceptable
"Hudson River, Pier 40",2012-08-30,2012,8,07:59:00,12:00:00,0,0.75,0,0,0.14,0.61,0,0,0,,Not Detected
"East Rver, Stuyvesant Cove",2012-08-30,2012,8,07:59:00,11:16:00,0,0.75,0,0,0.14,0.61,0,0,0,,Not Detected
"Flushing Bay, World's Fair Marina Pier 1 East",2012-08-30,2012,8,07:59:00,09:47:00,0,0.75,0,0,0.14,0.61,0,0,0,,Not Detected
"Upper Harbor, 69th Street Pier",2012-08-30,2012,8,07:59:00,09:00:00,0,0.75,0,0,0.14,0.61,0,0,0,0 ,Not Detected
"Hudson River, Pier 40",2012-09-06,2012,9,00:46:00,11:58:00,10,0.2,0,0.07,0.13,0,0,0,0,,Good
"Hudson River, JFK Marina",2012-09-06,2012,9,00:46:00,10:30:00,10,0.2,0,0.07,0.13,0,0,0,0,,Good
"East River, Anable Basin",2012-09-06,2012,9,00:46:00,11:50:00,20,0.2,0,0.07,0.13,0,0,0,0,,Good
"Hudson River, Inwood Canoe Club",2012-09-06,2012,9,00:46:00,08:15:00,20,0.2,0,0.07,0.13,0,0,0,0,,Good
"East River, Dumbo Cove",2012-09-06,2012,9,00:46:00,07:42:00,20,0.2,0,0.07,0.13,0,0,0,0,,Good
"Upper Harbor, 69th Street Pier",2012-09-06,2012,9,00:46:00,07:40:00,20,0.2,0,0.07,0.13,0,0,0,0,,Good
"East River, Pier 1 ",2012-09-06,2012,9,00:46:00,07:06:00,20,0.2,0,0.07,0.13,0,0,0,0,,Good
"Hudson River, Yonkers Paddling and Rowing Club",2012-09-06,2012,9,00:46:00,10:58:00,31,0.2,0,0.07,0.13,0,0,0,0,,Good
"Hudson River, Pier 66",2012-09-06,2012,9,00:46:00,09:54:00,31,0.2,0,0.07,0.13,0,0,0,0,,Good
"East River, Wallabout Channel ",2012-09-06,2012,9,00:46:00,08:27:00,63,0.2,0,0.07,0.13,0,0,0,0,,Fair
"East River, Brooklyn Bridge Beach ",2012-09-06,2012,9,00:46:00,10:10:00,75,0.2,0,0.07,0.13,0,0,0,0,,Fair
"Buttermilk Channel, Valentino Pier",2012-09-06,2012,9,00:46:00,08:48:00,85,0.2,0,0.07,0.13,0,0,0,0,,Fair
"Hudson River, West 72nd Street Kayak Launch",2012-09-06,2012,9,00:46:00,06:49:00,110,0.2,0,0.07,0.13,0,0,0,0,,Unacceptable
"Bronx Kill, west end",2012-09-06,2012,9,00:46:00,08:45:00,120,0.2,0,0.07,0.13,0,0,0,0,,Unacceptable
"Gowanus Canal, Second Street Sponge Park",2012-09-06,2012,9,00:46:00,09:01:00,238,0.2,0,0.07,0.13,0,0,0,0,228 ,Unacceptable
"Newtown Creek, Dutch Kills ",2012-09-06,2012,9,00:46:00,09:31:00,269,0.2,0,0.07,0.13,0,0,0,0,30 ,Unacceptable
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-09-06,2012,9,00:46:00,10:23:00,291,0.2,0,0.07,0.13,0,0,0,0,,Unacceptable
"East River, Pier 42/Jackson Street",2012-09-06,2012,9,00:46:00,10:00:00,448,0.2,0,0.07,0.13,0,0,0,0,,Unacceptable
"East Rver, Stuyvesant Cove",2012-09-06,2012,9,00:46:00,09:30:00,504,0.2,0,0.07,0.13,0,0,0,0,,Unacceptable
"East River, Hallets Cove",2012-09-06,2012,9,00:46:00,09:28:00,644,0.2,0,0.07,0.13,0,0,0,0,85 ,Unacceptable
"Flushing Bay, World's Fair Marina Pier 1 East",2012-09-06,2012,9,00:46:00,09:54:00,6131,0.2,0,0.07,0.13,0,0,0,0,,Unacceptable
"Newtown Creek, Whale Creek",2012-09-13,2012,9,06:51:00,15:15:00,10,0.39,0,0,0,0,0,0.39,0,20 ,Good
"Hudson River, Inwood Canoe Club",2012-09-13,2012,9,06:51:00,11:25:00,10,0.39,0,0,0,0,0,0.39,0,0 ,Good
"East River, Hallets Cove",2012-09-13,2012,9,06:51:00,10:27:00,10,0.39,0,0,0,0,0,0.39,0,"9"" down ",Good
"Flushing Bay, World's Fair Marina Pier 1 East",2012-09-13,2012,9,06:51:00,10:11:00,10,0.39,0,0,0,0,0,0.39,0,,Good
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2012-09-13,2012,9,06:51:00,10:41:00,20,0.39,0,0,0,0,0,0.39,0,,Good
"Upper Harbor, 69th Street Pier",2012-09-13,2012,9,06:51:00,07:35:00,20,0.39,0,0,0,0,0,0.39,0,,Good
"East River, Wallabout Channel ",2012-09-13,2012,9,06:51:00,08:59:00,31,0.39,0,0,0,0,0,0.39,0,,Good
"Hudson River, Pier 66",2012-09-13,2012,9,06:51:00,09:11:00,41,0.39,0,0,0,0,0,0.39,0,,Fair
"Newtown Creek, Dutch Kills ",2012-09-13,2012,9,06:51:00,09:45:00,62,0.39,0,0,0,0,0,0.39,0,86 ,Fair
"Bronx Kill, west end",2012-09-13,2012,9,06:51:00,09:44:00,63,0.39,0,0,0,0,0,0.39,0,,Fair
"Gowanus Canal, Denton's Pond Outfall",2012-09-13,2012,9,06:51:00,07:51:00,86,0.39,0,0,0,0,0,0.39,0,158 ,Fair
